age,sex,EducationLevel,Job Title,Years of Experience,fare,MoreThan5Yrs,pclass
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
26,female,Master's Degree,Software Engineer,2,75000,0,3
39,male,PhD,Research Scientist,14,185000,1,1
32,female,Bachelor's Degree,Marketing Manager,7,120000,1,3
28,male,Bachelor's Degree,Graphic Designer,3,60000,0,1
35,female,Master's Degree,Data Scientist,10,145000,1,3
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,1
33,female,Master's Degree,Product Manager,8,135000,1,3
27,male,Bachelor's Degree,Software Engineer,2,70000,0,1
36,female,PhD,Research Director,12,175000,1,3
24,male,High School,Delivery Driver,0,28000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
33,female,Master's Degree,Marketing Manager,9,135000,1,1
27,male,Bachelor's Degree,Software Engineer,3,80000,0,3
36,female,PhD,Research Scientist,13,185000,1,1
25,male,Bachelor's Degree,Product Manager,1,60000,0,3
30,female,Bachelor's Degree,Marketing Coordinator,5,95000,0,1
34,male,PhD,Research Director,12,170000,1,3
28,female,Bachelor's Degree,Marketing Analyst,3,65000,0,1
32,male,Bachelor's Degree,Product Manager,7,120000,1,3
24,female,High School,Receptionist,0,25000,0,1
38,male,Master's Degree,Marketing Director,14,195000,1,3
40,female,Bachelor's Degree,Financial Manager,16,215000,1,1
27,male,Bachelor's Degree,Product Designer,2,55000,0,3
32,female,PhD,Data Scientist,9,145000,1,1
29,male,Bachelor's Degree,Marketing Analyst,4,75000,0,3
29,male,Bachelor's Degree,Sales Associate,2,45000,0,1
45,female,Master's Degree,Sales Manager,8,80000,1,3
37,male,PhD,Marketing Manager,7,90000,1,1
23,female,High School,Sales Executive,1,35000,0,3
41,male,Bachelor's Degree,Financial Manager,12,120000,1,1
26,female,Bachelor's Degree,Digital Marketing Manager,4,60000,0,3
33,male,Master's Degree,Content Marketing Manager,5,70000,0,1
28,female,High School,Sales Representative,3,40000,0,3
50,male,PhD,Senior Product Marketing Manager,15,150000,1,1
35,female,Bachelor's Degree,Junior Sales Representative,2,35000,0,3
42,male,Master's Degree,Director of Marketing,13,130000,1,1
27,female,Bachelor's Degree,Sales Associate,1,35000,0,3
48,male,PhD,Sales Director,18,180000,1,1
31,female,High School,Financial Manager,4,60000,0,3
36,male,Bachelor's Degree,Sales Manager,6,75000,1,1
25,female,Master's Degree,Digital Marketing Manager,3,50000,0,3
39,male,PhD,Marketing Manager,10,100000,1,1
30,female,High School,Sales Executive,2,40000,0,3
44,male,Bachelor's Degree,Content Marketing Manager,11,110000,1,1
29,female,Master's Degree,Sales Representative,4,55000,0,3
47,male,PhD,Senior Product Marketing Manager,17,170000,1,1
32,female,Bachelor's Degree,Junior Sales Representative,3,40000,0,3
38,male,Master's Degree,Director of Marketing,9,95000,1,1
24,female,High School,Sales Associate,1,35000,0,3
40,male,PhD,Sales Director,14,140000,1,1
34,female,Bachelor's Degree,Financial Manager,5,70000,0,3
26,male,Master's Degree,Digital Marketing Manager,3,50000,0,1
31,female,PhD,Marketing Manager,6,75000,1,3
27,male,High School,Sales Executive,2,40000,0,1
43,female,Bachelor's Degree,Content Marketing Manager,12,120000,1,3
28,male,Master's Degree,Sales Representative,2,40000,0,1
46,female,PhD,Senior Product Marketing Manager,16,160000,1,3
33,male,Bachelor's Degree,Junior Sales Representative,4,55000,0,1
39,female,Master's Degree,Director of Marketing,10,100000,1,3
25,male,High School,Sales Associate,1,35000,0,1
41,female,Bachelor's Degree,Sales Manager,8,80000,1,3
35,male,PhD,Marketing Manager,7,90000,1,1
23,female,Bachelor's Degree,Sales Executive,1,35000,0,3
42,male,Master's Degree,Financial Manager,13,130000,1,1
26,female,Bachelor's Degree,Digital Marketing Manager,4,60000,0,3
32,male,Master's Degree,Content Marketing Manager,5,70000,0,1
27,female,High School,Sales Representative,3,40000,0,3
50,male,PhD,Senior Product Marketing Manager,15,150000,1,1
36,female,Bachelor's Degree,Junior Sales Representative,2,35000,0,3
48,male,Master's Degree,Director of Marketing,18,180000,1,1
31,female,High School,Sales Associate,2,40000,0,3
29,male,Bachelor's Degree,Sales Director,6,75000,1,1
45,female,PhD,Financial Manager,12,120000,1,3
25,male,Master's Degree,Digital Marketing Manager,3,50000,0,1
37,female,Bachelor's Degree,Marketing Manager,7,90000,1,3
23,male,High School,Sales Executive,1,35000,0,1
41,female,Bachelor's Degree,Content Marketing Manager,11,110000,1,3
26,male,Master's Degree,Sales Representative,3,45000,0,1
33,female,PhD,Senior Product Marketing Manager,5,70000,0,3
28,male,Bachelor's Degree,Junior Sales Representative,1,30000,0,1
42,female,Master's Degree,Director of Marketing,13,130000,1,3
27,male,High School,Financial Manager,4,60000,0,1
50,female,Bachelor's Degree,Sales Manager,15,150000,1,3
35,male,PhD,Marketing Manager,8,80000,1,1
24,female,Bachelor's Degree,Sales Executive,1,35000,0,3
46,male,Master's Degree,Content Marketing Manager,16,160000,1,1
29,female,High School,Sales Representative,2,40000,0,3
47,male,PhD,Senior Product Marketing Manager,17,170000,1,1
31,female,Bachelor's Degree,Junior Sales Representative,3,40000,0,3
38,male,Master's Degree,Director of Marketing,9,95000,1,1
25,female,High School,Sales Associate,1,35000,0,3
39,male,Bachelor's Degree,Sales Director,10,100000,1,1
33,female,PhD,Financial Manager,5,70000,0,3
27,male,Master's Degree,Digital Marketing Manager,3,50000,0,1
43,female,Bachelor's Degree,Marketing Manager,12,120000,1,3
28,male,High School,Sales Executive,2,40000,0,1
31,male,Bachelor's Degree,Sales Associate,3,50000,0,3
46,female,Master's Degree,Marketing Manager,14,140000,1,1
27,male,High School,Sales Executive,2,40000,0,3
38,female,Bachelor's Degree,Financial Manager,10,100000,1,1
24,male,PhD,Digital Marketing Manager,1,30000,0,3
33,female,Master's Degree,Content Marketing Manager,6,75000,1,1
29,male,High School,Sales Representative,2,40000,0,3
50,female,Bachelor's Degree,Sales Manager,18,180000,1,1
35,male,PhD,Senior Product Marketing Manager,8,80000,1,3
23,female,Bachelor's Degree,Sales Executive,1,35000,0,1
41,male,Master's Degree,Director of Marketing,12,120000,1,3
26,female,High School,Financial Manager,3,45000,0,1
32,male,Bachelor's Degree,Sales Director,7,90000,1,3
27,female,PhD,Marketing Manager,4,55000,0,1
43,male,Master's Degree,Content Marketing Manager,16,160000,1,3
28,female,Bachelor's Degree,Sales Representative,2,40000,0,1
47,male,PhD,Senior Product Marketing Manager,17,170000,1,3
31,female,High School,Junior Sales Representative,3,40000,0,1
38,male,Master's Degree,Director of Marketing,9,95000,1,3
25,female,High School,Sales Associate,1,35000,0,1
39,male,Bachelor's Degree,Sales Manager,11,110000,1,3
33,female,PhD,Financial Manager,6,75000,1,1
27,male,Master's Degree,Digital Marketing Manager,3,50000,0,3
43,female,Bachelor's Degree,Marketing Manager,12,120000,1,1
28,male,High School,Sales Executive,2,40000,0,3
50,female,Master's Degree,Content Marketing Manager,15,150000,1,1
36,male,Bachelor's Degree,Sales Representative,5,70000,0,3
48,female,PhD,Senior Product Marketing Manager,19,190000,1,1
31,male,High School,Junior Sales Representative,3,40000,0,3
29,female,Bachelor's Degree,Sales Director,6,75000,1,1
45,male,Master's Degree,Director of Marketing,14,140000,1,3
25,female,High School,Sales Associate,1,35000,0,1
41,male,Bachelor's Degree,Financial Manager,12,120000,1,3
35,female,PhD,Marketing Manager,8,80000,1,1
23,male,Bachelor's Degree,Sales Executive,1,35000,0,3
42,female,Master's Degree,Sales Manager,13,130000,1,1
26,male,High School,Digital Marketing Manager,2,40000,0,3
32,female,Bachelor's Degree,Content Marketing Manager,7,90000,1,1
27,male,PhD,Sales Representative,4,55000,0,3
50,female,Master's Degree,Senior Product Marketing Manager,18,180000,1,1
36,male,Bachelor's Degree,Junior Sales Representative,3,45000,0,3
48,female,PhD,Director of Marketing,19,190000,1,1
31,male,High School,Sales Associate,3,50000,0,3
29,female,Bachelor's Degree,Financial Manager,4,55000,0,1
45,male,Master's Degree,Marketing Manager,13,130000,1,3
25,female,High School,Sales Executive,1,35000,0,1
